"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 11 18:10:04 EEST 2021","Fri Jun 11 18:10:25 EEST 2021","21195","UI Tests","Users","","AutoPractice18.Tests.UserTests","UsersTes","UsersTes",""
